protocol,action,bucket,address,amount_raw,token,token_address,block_number,tx_hash,log_index,contract_address
privacy-pools,withdrawal,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xe95dcdd02a84f36f31976128e72772718cbfd2a6,100000000000000000,ethereum,,22168602,0xe65e0d3ad864bcb3a8c37542f8f4248315bc9115e3df493e487efcc04205ae73,278,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xe95dcdd02a84f36f31976128e72772718cbfd2a6,100000000000000000,ethereum,,22168608,0x6b0075a0f6b3fa77e64bb55bff72b948f233a94537eef878c73c7939fba96deb,245,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xd3dfbecc89f21834a9c92824220e37261579d4c3,200000000000000000,ethereum,,22168698,0xb1b165b714fcdccc8120bb14ba7c948316e05801ad2dc127db1590f834f514c6,69,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x2c02a99229c015638c3ea851c404c4ab07bde29f,150000000000000000,ethereum,,22168792,0xc231d638ebdd2969f5f998748b3cbc3efac9a27bacdfa720dbe70368655b2bd2,238,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x963e5cb0db226a3c3a94b0bdfbfda7fea292a43b,250000000000000000,ethereum,,22168825,0x540e9fcdfca7bd5e2b65ee394cbee44d818f6d84bc8dc62c30662485915d1e91,62,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,100000000000000000,ethereum,,22168910,0xbc7e93629d10b527d75a1d08e6644b5bfe11bb93dee64ccffe8e7143ca13b1c3,198,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,1000000000000000000,ethereum,,22168912,0xcdf1ec402187ead72a9f7326e07f6dba050e7bd08a01d4fe1f566f7e5ca7dd7a,280,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xe31bed180697dabb569790e16b20486bac88cc52,860000000000000000,ethereum,,22168926,0xb01ff1266e62a241e05e6fd7d3ca554742b2ece921946791d06bca2486ada183,164,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x70128189f43dca05db3b54dd606a9d03a70a5048,100000000000000000,ethereum,,22168980,0x8c0a53f916680a6cecc25e292b55060fe6f7c67e99f4b832e917a57efb6bd4f6,93,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xecfd11986d1ed4a7e637a96bcb17e1e12ce8e261,100000000000000000,ethereum,,22169012,0x912795f8584c831cd76475e09ee908761b98d6b3ab368a4b727e89c8aabd58dd,247,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xcca9a24c13b3c84e84643cb2cfa6b2402ff870e8,100000000000000000,ethereum,,22169016,0x74ad417578bf8944b85073036911d7318f064f98408c7b11ccbbb0b0f3b04040,335,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x0897a996954dc23705e55aec9a5c3893655a5d68,1000000000000000000,ethereum,,22169020,0x4ca367aea0ca3dc37b130499df4b6d6d0aaeb3f9ed39b0c91cc48c5033b651ff,83,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xbe4f0cdf3834bd876813a1037137dcfad79acd99,1000000000000000000,ethereum,,22169043,0x45eb72ac77f3dfb6fd8ec7c1809bd3a21bdf1b471691f7af4b3a5f717288e529,287,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x10f5d45854e038071485ac9e402308cf80d2d2fe,1000000000000000000,ethereum,,22169046,0x215829ed635d0ae9f7557bd9f40ae218e196e8b7fd097640adc2038b26ecfd1e,145,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x73d65cbeffb720c93c7bc574537ba75e82ba6a0e,100000000000000000,ethereum,,22169054,0x495294c929babdbc035041904bb87d8fc2494c1c7841e2e6e074b84367a5dcef,145,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xcc0dd5427fbf83b024966f88785988358a65a1a7,100000000000000000,ethereum,,22169065,0x318a0ce9d5696babeb3534285e32a16b2b108bc96c7b1510bb7fe5142c0e50b3,132,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x200646d60772abfd57265bf5d84827cc87669c22,1000000000000000000,ethereum,,22169100,0x7a33bd3ab214df01ad2c29645ba83b43079373d82099bb74767540f12eb9bce6,1003,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x5554672e67ba866b9861701d0e0494ab324ad19a,100000000000000000,ethereum,,22169107,0x9a04f9dd4bfe1751df282acc97da6e5376e0b05dc9ee1af0db9aba196b5da9f1,801,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf94e5cdf41247e268d4847c30a0dc2893b33e85d,1000000000000000000,ethereum,,22169107,0xa623a3d8489982c949647745bd680e81f31a3fa8189a5ec3ecb8d2b6bfc294d2,587,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x0c401311a2c441636cbc6eca3d95697316eaf6fe,500000000000000000,ethereum,,22169110,0xc3d17d14ac3cd52ea4fb7eed6c62d1c0e8594b90b25fe27cb91468b636abd19b,305,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x77aa943a365161e499eaff59e936a799e6051e15,1000000000000000000,ethereum,,22169121,0xcc29d806842cd7f8ac2fade413e95774cf2cc89361afd6b4a06227155ff92e83,267,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x83fb890702a21247bb217796fc40d87118a85e77,100000000000000000,ethereum,,22169122,0xd1011eee82549d1a56455332bb8e56a86536571ec316017aecac4575ea4057b4,231,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x42613bac8604df0277451e239d0f14cffe5666b8,160000000000000000,ethereum,,22169139,0xedc8730fe9feafc44363d4f14fc7627dfc643575e4d710c9c84c22464c4dc1e6,362,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xa5d8f041bf3100952ff21e0679169b93a9df777a,100000000000000000,ethereum,,22169140,0x9560749e4117d76b228587b37e5a32b6cb65c894a53603c856f483adecbb0212,295,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf08ea336f8a34878d2a9fe336867cabdf27a8406,100000000000000000,ethereum,,22169152,0xe3137f5aeb1b113c69e2a879b44169f8674cc8315516d0d4502b928e4503fd74,348,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x961aa96febee5465149a0787b03bfa14d8e9033f,100000000000000000,ethereum,,22169158,0xa0e9fcbd138de585154327213eb5695303d68a01251a6dfd19168faea06f1b6f,336,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,withdrawal,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf08ea336f8a34878d2a9fe336867cabdf27a8406,100000000000000000,ethereum,,22169163,0xc7b69eb9306b4640b12685c13bf9955afcae1833e7ec0d1beea530f93b20cc1d,218,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf08ea336f8a34878d2a9fe336867cabdf27a8406,100000000000000000,ethereum,,22169172,0x65a5bbacb98d4f1e1d986d56ddb07967be88b82da6635493bb8a812301fc8816,958,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x088675c262d19f7c79792d65b95c7ade8df84d27,100000000000000000,ethereum,,22169201,0x50e7947b4da790a2da1d59e0a5190ff17da2221e40a878b9ea6822ec83ec37cf,604,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xa505b105060eafbf4521e337256ba0433b6fc6bd,931000000000000000,ethereum,,22169203,0x1d5582bbb2814aac993365246772d602dfb42398b691706b97c75f52710b991c,26,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xb0145ae156d201d6e371d07265fe3c045071c967,1000000000000000000,ethereum,,22169235,0x342468a4c7f0952cf75adaf99d0da1d8a20dd1ef238d5ade70e63d584f5ef6fe,167,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x1d60c34f508bbbd7f1cb50b375c4cdd25e718d1c,100000000000000000,ethereum,,22169250,0x7a7503883f504e97e7fb907ec914bb6c965f78b14859a270355479b409da3ec7,394,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x212407c68357024b43690ff7edf0aabd2a61b389,1000000000000000000,ethereum,,22169255,0x15ff3d7202a5a8b5e8d1e84c6fad8aa4ffca4dfd9c93bd5a8e58173eee7a2ad9,500,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xc0b53221a7dbcbce68441c26ea4da73266d6bc20,100000000000000000,ethereum,,22169266,0x2d3fe86eb3c15f538cb9458c0b1160536a30ed7951e495de25eafc58e84c6fe1,297,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x1f5d5433ff189f5c1f30487f599d1d754d5db029,690000000000000000,ethereum,,22169300,0x4e72c840b0ff422c537b6efa80548a3d352b6c107ed670cba75b1187cead8eb4,310,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x268771080fa985d5afb8bb4f063e25300a47b97d,100000000000000000,ethereum,,22169331,0x25b946f8a71349a95e7c6712e0ff95a710e863b5848c5e69b8e9373a39400d7c,208,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x188b377db3bc07d626c91d05de8ffbc687d4a0ef,100000000000000000,ethereum,,22169358,0x23d4765966aaf884b84021be185c9288b0205bb0ee75c420ae7ddfbfc2420e3e,226,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf08ea336f8a34878d2a9fe336867cabdf27a8406,100000000000000000,ethereum,,22169364,0x933145ad226b852e4f09a097b93a382da51f3eda6d3a5a58639fb13951f8e387,609,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x5bf5817dc357c9d465503d76c8b7719b488ccdd6,111000000000000000,ethereum,,22169406,0x7bc908179040b67f63a7f44952c9e66ad340bd3551b2b60822abf3fdf4f39f41,496,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xa2e83e57502a89a3af7ceacc195b320f9ad7d64d,111000000000000000,ethereum,,22169434,0x708cc247ffe8830944bbe920ce04c4d6e78bbed2580e65744f1009c7c1a8cf65,286,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x026a5552d6ebe49b3d38f82028b0a58a856d1a1f,100000000000000000,ethereum,,22169445,0xc1657436f05037f0041b9229f7ce402041023e0b85ecb9cd6fb272bdb0fd9293,335,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x7252921bd62996de2fc352710aea0295a4143218,111000000000000000,ethereum,,22169466,0x5900e0e12842f9f590bcb8094e495e7d02ae8b6c6e95b256f20bb781a7c29cbe,636,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x3d62c274a01eaa06c4c6ba5781dc1a39b58f41f3,100000000000000000,ethereum,,22169472,0xb4596ffc881aa79466e471f464e162c70ca8f5ba4e35c169a85f2c1c9906bb49,858,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xe524d6514f5c6c91796d223c3310ce211bc749c0,100000000000000000,ethereum,,22169513,0x9ff893a2a748bc662cfdbf3df36455f0a03d499b2f2220a0de6f9b46a1dc9209,507,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x38eff2285a0e3e2eab18c4f3b0765a833c752f1f,111100000000000000,ethereum,,22169579,0x3f97919404b867ff278e7676b1f45e23cd31ac7ff74c9fb264fb75181e6161e0,318,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xa7ff0bc6f74fc6c49ccba87f3df51b1adf98543d,100000000000000000,ethereum,,22169681,0x7db972070ecf6675a382c21ffde296eeb4c2c723e2f97c3501e59be99a6d453f,233,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xdfc6db80cd79b7a8e0951966ae04701b237b434d,1000000000000000000,ethereum,,22169698,0x49b98f2430330232f18a2e5444256d3eeca9d25b639411fbdb3262f070d4c146,274,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xb1872d20bd54ce7798df73f2a8ef1a3d8568ebfe,100000000000000000,ethereum,,22169702,0xa5645daec1fe7b3f81b55a6a1ca12609381dff3274f9e0a794383585181c7ac4,362,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xe945b6a4f1e64c88a08366a003ed1f3550b430c9,100000000000000000,ethereum,,22169735,0x7cadc8f2f1b380bdd16c4f4dd3d308f1198eb55a5c580db8dfca6adb740becb2,372,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xddea2099a20961fdf1e0ce927d42e9b5020db11a,100000000000000000,ethereum,,22169794,0xddd98595fb6923b84eac4abf5fdde14b0ec9928d0b962a634473d9c4a0a47129,93,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xd8acdda227fbd91e366d37ca2c34ef49602612f7,600000000000000000,ethereum,,22169805,0x0077314dfb81754019762574c8b92e07fa9ef28f446ef857b97f08c350bff678,256,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,withdrawal,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xd8acdda227fbd91e366d37ca2c34ef49602612f7,600000000000000000,ethereum,,22169834,0xbcf92ee021347059444f7d1816d8d87675f058dac2677cfd8a7393d767104830,257,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xddf84c246909df890dab4f9d90d138b2d9c64c6c,1000000000000000000,ethereum,,22169873,0xac480f17350fe6eb2152382cb9480c4acb1887ea0adac54ac742fc90120e7162,3651,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x6687c671980e65ebd722b9146fc61e2471558dd6,100000000000000000,ethereum,,22169902,0x353a22b390dea0bc593cd9f416f52696d38b0e48ca33342085e27dd845752ce5,304,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xf1b42cc7c1609445620de4352cd7e58353c3fa74,100000000000000000,ethereum,,22169924,0x7a97f19ef855e9470ce4891155e90863c34c9c298bdd5bc4be6aec7b090230c2,797,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0xd671422bddc48942f8c1f8f5c8662efb6ab0aff4,100000000000000000,ethereum,,22169929,0x357b329fd1f6d89c01ef24bd99574cc414cf6341415882502be7629da5c7e97d,713,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
privacy-pools,deposit,privacy-pools-ETH-0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb,0x38123a191e9685448658d2207b0543e2fb9282cc,100000000000000000,ethereum,,22169971,0x1be165c8875a5044e9a3d0874b9d4aa992b22f2ccd92bc2bba2d69f15d8a3858,634,0xf241d57c6debae225c0f2e6ea1529373c9a9c9fb
